city,timestamp,temperature,feels_like,humidity,pressure,wind_speed,wind_direction,weather_condition,weather_description,clouds,visibility,data_type,temperature_max,temperature_min,precipitation
Shimla,2025-02-25,5.2,2.2,1.5,,9.1,9.0,,,,,historical,13.1,-0.3,2.2
Shimla,2025-02-26,6.4,4.0,1.44,,7.2,30.0,,,,,historical,12.8,0.9,6.7
Shimla,2025-02-27,3.7,1.2,0.43,,8.9,76.0,,,,,historical,6.2,2.2,33.0
Shimla,2025-02-28,4.1,1.7,0.42,,10.3,127.0,,,,,historical,5.9,2.5,59.0
Shimla,2025-03-01,4.5,1.8,2.7,,9.4,333.0,,,,,historical,12.3,-2.1,0.4
Shimla,2025-03-02,5.6,3.0,3.08,,9.6,301.0,,,,,historical,14.2,-2.7,0.2
Shimla,2025-03-03,4.4,1.5,1.5,,9.6,79.0,,,,,historical,10.6,-1.7,11.6
Shimla,2025-03-04,3.2,0.2,2.46,,11.4,346.0,,,,,historical,10.7,-1.2,4.8
Shimla,2025-03-05,4.1,0.4,3.15,,17.2,337.0,,,,,historical,12.0,-2.2,0.0
Shimla,2025-03-06,7.1,3.6,3.62,,14.3,338.0,,,,,historical,15.9,0.2,0.0
Shimla,2025-03-07,7.0,3.9,3.5,,13.8,319.0,,,,,historical,16.4,0.7,0.0
Shimla,2025-03-08,,,,,5.3,,,,,,historical,1.2,0.2,
Shimla,2025-03-09,,,,,,,,,,,historical,,,
Amritsar,2025-03-09 15:37:54,29.66,27.97,20.0,1011.0,1.45,306.0,Clouds,broken clouds,76.0,10.0,current,,,
Amritsar,2025-02-07,14.4,11.3,3.5,,13.3,296.0,,,,,historical,21.4,8.6,0.0
Amritsar,2025-02-08,15.6,13.2,3.12,,10.4,301.0,,,,,historical,23.2,9.7,0.0
Amritsar,2025-02-09,16.3,15.0,2.83,,6.9,330.0,,,,,historical,25.1,8.3,0.0
Amritsar,2025-02-10,16.9,15.8,2.74,,7.2,12.0,,,,,historical,24.9,10.2,0.0
Amritsar,2025-02-11,17.0,15.4,2.85,,14.1,351.0,,,,,historical,24.7,10.5,0.2
Amritsar,2025-02-12,17.1,14.7,3.7,,14.5,307.0,,,,,historical,24.2,10.8,0.0
Amritsar,2025-02-13,16.2,13.7,3.57,,14.2,297.0,,,,,historical,24.1,9.9,0.0
Amritsar,2025-02-14,16.4,14.1,3.37,,11.5,318.0,,,,,historical,24.8,8.3,0.0
Amritsar,2025-02-15,18.1,16.4,3.04,,18.3,346.0,,,,,historical,24.6,12.6,1.0
Amritsar,2025-02-16,18.1,16.9,2.79,,9.2,189.0,,,,,historical,25.6,11.2,0.0
Amritsar,2025-02-17,18.9,17.5,3.6,,9.6,353.0,,,,,historical,26.8,10.8,0.0
Amritsar,2025-02-18,19.2,17.3,3.88,,11.7,308.0,,,,,historical,27.0,12.6,0.0
Amritsar,2025-02-19,18.6,17.2,3.39,,13.2,283.0,,,,,historical,27.1,11.3,2.9
Amritsar,2025-02-20,14.1,13.5,1.25,,17.6,96.0,,,,,historical,17.8,10.4,38.9
Amritsar,2025-02-21,14.4,14.1,2.73,,8.7,345.0,,,,,historical,20.7,9.4,0.0
Amritsar,2025-02-22,15.9,15.4,2.93,,9.5,297.0,,,,,historical,21.8,11.2,0.1
Amritsar,2025-02-23,16.8,16.4,3.12,,8.2,307.0,,,,,historical,23.9,10.3,0.0
Amritsar,2025-02-24,17.5,17.0,3.33,,9.9,332.0,,,,,historical,25.6,10.7,0.0
Amritsar,2025-02-25,16.5,16.7,1.13,,10.9,50.0,,,,,historical,19.1,12.9,1.2
Amritsar,2025-02-26,19.7,18.8,3.32,,19.3,105.0,,,,,historical,25.8,15.5,3.5
Amritsar,2025-02-27,17.2,16.8,1.52,,22.4,120.0,,,,,historical,19.8,15.5,25.1
Amritsar,2025-02-28,16.2,16.4,1.69,,14.0,109.0,,,,,historical,20.1,14.1,16.4
Amritsar,2025-03-01,16.1,16.5,2.9,,9.0,21.0,,,,,historical,21.9,11.2,0.0
Amritsar,2025-03-02,15.5,14.6,3.25,,9.4,305.0,,,,,historical,21.9,10.1,0.0
Amritsar,2025-03-03,15.1,14.3,2.48,,13.5,78.0,,,,,historical,20.7,10.1,0.6
Amritsar,2025-03-04,14.4,12.8,3.16,,14.9,324.0,,,,,historical,19.5,10.2,0.0
Amritsar,2025-03-05,15.0,12.5,3.79,,18.5,291.0,,,,,historical,20.9,9.8,0.0
Amritsar,2025-03-06,15.7,15.2,3.37,,10.0,306.0,,,,,historical,23.0,9.4,0.0
Amritsar,2025-03-07,16.5,16.3,3.48,,9.4,319.0,,,,,historical,24.1,9.3,0.0
Amritsar,2025-03-08,,,,,5.2,,,,,,historical,13.2,11.3,
Amritsar,2025-03-09,,,,,,,,,,,historical,,,
